,name,point,addr,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
139,상도연세치과의원,9.3,서울특별시 동작구 양녕로 265 2층 (상도1동),서울특별시 동작구 양녕로 265 2층 (상도1동),126.9482523,37.5037444,정좌표,1.15901e+18,새주소,서울특별시 동작구 양녕로 265,서울특별시 동작구 상도1동 682,6919.0,1159053000.0,상도1동,1159010300.0,상도1동
140,따뜻한인치과의원,9.3," 서울특별시 서대문구 연희로 97 3층 (연희동, 신라빌딩) ","서울특별시 서대문구 연희로 97 3층 (연희동, 신라빌딩) ",126.9305229,37.566802,정좌표,1.14101e+18,새주소,서울특별시 서대문구 연희로 97,서울특별시 서대문구 연희동 188-2,3708.0,1141061500.0,연희동,1141011700.0,연희동
141,서울권치과의원,9.3,서울특별시 마포구 월드컵로13길 37 2층 (망원동),서울특별시 마포구 월드컵로13길 37 2층 (망원동),126.9081525,37.5553794,정좌표,1.14401e+18,새주소,서울특별시 마포구 월드컵로13길 37,서울특별시 마포구 망원동 382-1,4014.0,1144069000.0,망원1동,1144012300.0,망원동
142,이수 스마트 치과의원,9.3,서울특별시 동작구 동작대로 137,서울특별시 동작구 동작대로 137,126.9819876,37.4889384,정좌표,1.15901e+18,새주소,서울특별시 동작구 동작대로 137,서울특별시 동작구 사당동 86-6,6997.0,1159063000.0,사당2동,1159010700.0,사당동
143,더블유치과의원,9.3,서울특별시 송파구 중대로 146 3층 (가락동),서울특별시 송파구 중대로 146 3층 (가락동),127.1240097,37.4951498,정좌표,1.17101e+18,새주소,서울특별시 송파구 중대로 146,서울특별시 송파구 가락동 123-4,5828.0,1171063200.0,가락2동,1171010700.0,가락동
144,김병우치과의원,9.3,서울 영등포구 양평로 108 해성빌딩,서울 영등포구 양평로 108 해성빌딩,126.8956314,37.5372152,정좌표,1.15601e+18,새주소,서울특별시 영등포구 양평로 108,서울특별시 영등포구 양평동4가 147-3,7206.0,1156062000.0,양평2동,1156012800.0,양평동4가
145,예림치과의원,9.3,서울시 영등포구 국제금융로6길33 701호,서울시 영등포구 국제금융로6길33 701호,126.9269381,37.5207716,정좌표,1.15601e+18,새주소,서울특별시 영등포구 국제금융로6길 33,서울특별시 영등포구 여의도동 36-2,7331.0,1156054000.0,여의동,1156011000.0,여의도동
146,DMC플러스치과의원,9.3," 서울특별시 서대문구 가재울미래로 2 별동상가동 301호 (남가좌동, DMC파크뷰자이) ","서울특별시 서대문구 가재울미래로 2 별동상가동 301호 (남가좌동, DMC파크뷰자이) ",126.9167947,37.572894,정좌표,1.14101e+18,새주소,서울특별시 서대문구 가재울미래로 2,서울특별시 서대문구 남가좌동 124-1,3709.0,1141069000.0,남가좌1동,1141012000.0,남가좌동
147,연세홈치과의원,9.3," 서울특별시 송파구 오금로 512 2층 202호 (거여동, 쌍용상가) ","서울특별시 송파구 오금로 512 2층 202호 (거여동, 쌍용상가) ",127.1455026,37.4926311,정좌표,1.17101e+18,새주소,서울특별시 송파구 오금로 512,서울특별시 송파구 거여동 27-5,5773.0,1171053200.0,거여2동,1171011300.0,거여동
148,연세키즈몽치과의원,9.3," 서울특별시 도봉구 노해로 341 309,310호 (창동, 신원리베르텔) ","서울특별시 도봉구 노해로 341 309,310호 (창동, 신원리베르텔) ",127.0459319,37.6514522,정좌표,1.13201e+18,새주소,서울특별시 도봉구 노해로 341,서울특별시 도봉구 창동 338,1405.0,1132051500.0,창5동,1132010700.0,창동
149,고우넷치과교정과치과의원,9.3,서울특별시 강남구 강남대로 468,서울특별시 강남구 강남대로 468,127.0250877,37.5041332,정좌표,1.16801e+18,새주소,서울특별시 강남구 강남대로 468,서울특별시 강남구 역삼동 808-5,6123.0,1168064000.0,역삼1동,1168010100.0,역삼동
150,서울수치과의원,9.3,서울특별시 서대문구 신촌로35길 10,서울특별시 서대문구 신촌로35길 10,126.9559416,37.5582354,정좌표,1.14101e+18,새주소,서울특별시 서대문구 신촌로35길 10,서울특별시 서대문구 북아현동 136-21,3772.0,1141055500.0,북아현동,1141011000.0,북아현동
151,슈바이처치과의원,9.3,서울특별시 도봉구 도봉로150길 28,서울특별시 도봉구 도봉로150길 28,127.0447265,37.6659309,정좌표,1.13201e+18,새주소,서울특별시 도봉구 도봉로150길 28,서울특별시 도봉구 방학동 715,1335.0,1132069000.0,방학1동,1132010600.0,방학동
152,연세고운미소치과의원 서울대입구점,9.3,서울특별시 관악구 관악로 164 대우디오슈페리움1단지 3층,서울특별시 관악구 관악로 164 대우디오슈페리움1단지 3층,126.9529852,37.4798727,정좌표,1.16201e+18,새주소,서울특별시 관악구 관악로 164,서울특별시 관악구 봉천동 856-5,8788.0,1162058500.0,낙성대동,1162010100.0,봉천동
153,연세허브치과의원,9.3,서울특별시 금천구 남부순환로 1372,서울특별시 금천구 남부순환로 1372,126.9034464,37.4794774,정좌표,1.15451e+18,새주소,서울특별시 금천구 남부순환로 1372,서울특별시 금천구 독산동 951-4,8537.0,1154563000.0,독산3동,1154510200.0,독산동
154,리더스탑치과의원,9.3,서울 금천구 시흥대로 224,서울 금천구 시흥대로 224,126.9013673,37.4539044,정좌표,1.15451e+18,새주소,서울특별시 금천구 시흥대로 224,서울특별시 금천구 시흥동 883-11,8628.0,1154567000.0,시흥1동,1154510300.0,시흥동
155,구로성심치과의원,9.3," 서울특별시 구로구 중앙로 10-15 (고척동, 구로성심병원별관) ","서울특별시 구로구 중앙로 10-15 (고척동, 구로성심병원별관) ",126.8663524,37.4995538,정좌표,1.15301e+18,새주소,서울특별시 구로구 중앙로 10-15,서울특별시 구로구 고척동 76-147,8223.0,1153072000.0,고척1동,1153010600.0,고척동
156,스카이플란트치과의원,9.3,서울특별시 서대문구 통일로 464 5층 (홍제동),서울특별시 서대문구 통일로 464 5층 (홍제동),126.9432357,37.5899649,정좌표,1.14101e+18,새주소,서울특별시 서대문구 통일로 464,서울특별시 서대문구 홍제동 301-2,3629.0,1141064000.0,홍제3동,1141011100.0,홍제동
157,바르다정치과의원,9.3,서울특별시 영등포구 영신로9라길 16,서울특별시 영등포구 영신로9라길 16,126.9053942,37.5133566,정좌표,1.15601e+18,새주소,서울특별시 영등포구 영신로9라길 16,서울특별시 영등포구 영등포동 631-13,7366.0,1156051500.0,영등포본동,1156010100.0,영등포동
158,서울열린치과의원,9.3,서울특별시 도봉구 노해로63다길 25 지상3층 (창동),서울특별시 도봉구 노해로63다길 25 지상3층 (창동),127.0460919,37.6540034,정좌표,1.13201e+18,새주소,서울특별시 도봉구 노해로63다길 25,서울특별시 도봉구 창동 256-3,1399.0,1132051500.0,창5동,1132010700.0,창동
159,연세바른생각치과의원,9.3,서울특별시 용산구 한강대로 283,서울특별시 용산구 한강대로 283,126.9719456,37.5434096,정좌표,1.11701e+18,새주소,서울특별시 용산구 한강대로 283,서울특별시 용산구 갈월동 89-9,4321.0,1117053000.0,남영동,1117010400.0,갈월동
160,웰플란트치과의원,9.3,서울특별시 동작구 상도로 207,서울특별시 동작구 상도로 207,126.9421185,37.5056179,정좌표,1.15901e+18,새주소,서울특별시 동작구 상도로 207,서울특별시 동작구 상도동 25-28,6921.0,1159054000.0,상도2동,1159010200.0,상도동
161,서울탑치과의원,9.3," 서울특별시 중랑구 망우로 410 2층 (망우동, 삼부빌딩) ","서울특별시 중랑구 망우로 410 2층 (망우동, 삼부빌딩) ",127.0976193,37.5989771,정좌표,1.12601e+18,새주소,서울특별시 중랑구 망우로 410,서울특별시 중랑구 망우동 470-10,2164.0,1126065500.0,망우본동,1126010500.0,망우동
162,가고싶은치과의원 선릉,9.3,서울특별시 강남구 선릉로 427,서울특별시 강남구 선릉로 427,127.0493163,37.5030602,정좌표,1.16801e+18,새주소,서울특별시 강남구 선릉로 427,서울특별시 강남구 역삼동 708-37,6212.0,1168065000.0,역삼2동,1168010100.0,역삼동
163,스마일치과의원,9.3," 서울특별시 마포구 월드컵북로 224 2층 203호,204호,205호 (성산동) ","서울특별시 마포구 월드컵북로 224 2층 203호,204호,205호 (성산동) ",126.9045008,37.5697981,정좌표,1.14401e+18,새주소,서울특별시 마포구 월드컵북로 224,서울특별시 마포구 성산동 152-7,3941.0,1144073000.0,성산2동,1144012500.0,성산동
164,예샘궁치과의원,9.3," 서울특별시 서대문구 신촌역로 17 201호 (대현동, 현대캠퍼빌) ","서울특별시 서대문구 신촌역로 17 201호 (대현동, 현대캠퍼빌) ",126.9424382,37.5582865,정좌표,1.14101e+18,새주소,서울특별시 서대문구 신촌역로 17,서울특별시 서대문구 대현동 110-20,3780.0,1141058500.0,신촌동,1141011200.0,대현동
165,자곡서울치과,9.3,서울특별시 강남구 자곡로 114,서울특별시 강남구 자곡로 114,127.0960271,37.4720612,정좌표,1.16801e+18,새주소,서울특별시 강남구 자곡로 114,서울특별시 강남구 자곡동 636,6373.0,1168070000.0,세곡동,1168011200.0,자곡동
166,오케이플란트치과의원,9.3,서울특별시 서초구 마방로2길 94 O.S.L 빌딩,서울특별시 서초구 마방로2길 94 O.S.L 빌딩,127.0398161,37.4694732,정좌표,1.16501e+18,새주소,서울특별시 서초구 마방로2길 94,서울특별시 서초구 양재동 316-9,6779.0,1165065200.0,양재2동,1165010200.0,양재동
167,좋은이웃치과의원,9.3,서울특별시 동작구 동작대로 119,서울특별시 동작구 동작대로 119,126.9818183,37.487243,정좌표,1.15901e+18,새주소,서울특별시 동작구 동작대로 119,서울특별시 동작구 사당동 135-8,7008.0,1159063000.0,사당2동,1159010700.0,사당동
168,뚝섬힐링치과의원,9.3,서울특별시 성동구 아차산로 42,서울특별시 성동구 아차산로 42,127.0490596,37.5464616,정좌표,1.12001e+18,새주소,서울특별시 성동구 아차산로 42,서울특별시 성동구 성수동1가 14-33,4779.0,1120066000.0,성수1가2동,1120011400.0,성수동1가
169,선한치과의원,9.3,서울특별시 강북구 도봉로 334 영광빌딩,서울특별시 강북구 도봉로 334 영광빌딩,127.0255564,37.637554,정좌표,1.13051e+18,새주소,서울특별시 강북구 도봉로 334,서울특별시 강북구 번동 446-50,1062.0,1130559500.0,번1동,1130510200.0,번동
170,황선홍치과의원,9.3,서울특별시 강남구 밤고개로1길 10,서울특별시 강남구 밤고개로1길 10,127.1018278,37.4880271,정좌표,1.16801e+18,새주소,서울특별시 강남구 밤고개로1길 10,서울특별시 강남구 수서동 713,6349.0,1168075000.0,수서동,1168011500.0,수서동
171,이재준치과의원,9.3,서울특별시 관악구 남부순환로 1601-1 3층 (신림동),서울특별시 관악구 남부순환로 1601-1 3층 (신림동),126.9286235,37.4843758,정좌표,1.16201e+18,새주소,서울특별시 관악구 남부순환로 1601-1,서울특별시 관악구 신림동 1433-48,8759.0,1162069500.0,신림동,1162010200.0,신림동
172,서울프라임치과의원,9.3,서울특별시 동대문구 휘경로 12-1 4층 (이문동),서울특별시 동대문구 휘경로 12-1 4층 (이문동),127.0614103,37.5957303,정좌표,1.12301e+18,새주소,서울특별시 동대문구 휘경로 12-1,서울특별시 동대문구 이문동 305-60,2441.0,1123074000.0,이문1동,1123011000.0,이문동
173,메이트치과의원,9.3,서울특별시 종로구 종로5길 7 303호 (청진동),서울특별시 종로구 종로5길 7 303호 (청진동),126.9805599,37.5706146,정좌표,1.11101e+18,새주소,서울특별시 종로구 종로5길 7,서울특별시 종로구 청진동 128,3157.0,1111061500.0,종로1.2.3.4가동,1111012200.0,청진동
174,위드스마일치과의원,9.3,서울 강서구 강서로 42,서울 강서구 강서로 42,126.8470396,37.531678,정좌표,1.15001e+18,새주소,서울특별시 강서구 강서로 42,서울특별시 강서구 화곡동 341-72,7757.0,1150059300.0,화곡8동,1150010300.0,화곡동
175,꼼꼼한치과의원,9.3,서울특별시 강남구 영동대로86길 11 3층 (대치동),서울특별시 강남구 영동대로86길 11 3층 (대치동),127.0650424,37.5080875,정좌표,1.16801e+18,새주소,서울특별시 강남구 영동대로86길 11,서울특별시 강남구 대치동 995-24,6174.0,1168061000.0,대치2동,1168010600.0,대치동
176,이수CDC어린이치과의원,9.3,서울특별시 동작구 동작대로 83 6층 (사당동),서울특별시 동작구 동작대로 83 6층 (사당동),126.9815569,37.484015,정좌표,1.15901e+18,새주소,서울특별시 동작구 동작대로 83,서울특별시 동작구 사당동 1007-41,7013.0,1159062000.0,사당1동,1159010700.0,사당동
177,유아이씨시카고치과의원,9.3," 서울특별시 영등포구 경인로 841 4층 (영등포동4가, 체신빌딩) ","서울특별시 영등포구 경인로 841 4층 (영등포동4가, 체신빌딩) ",126.9060491,37.5165343,정좌표,1.15601e+18,새주소,서울특별시 영등포구 경인로 841,서울특별시 영등포구 영등포동4가 425-2,7305.0,1156053500.0,영등포동,1156010500.0,영등포동4가
178,올치과의원,9.3,서울특별시 동대문구 이문로 29 2층 (회기동),서울특별시 동대문구 이문로 29 2층 (회기동),127.0559299,37.5903164,정좌표,1.12301e+18,새주소,서울특별시 동대문구 이문로 29,서울특별시 동대문구 회기동 346-7,2452.0,1123071000.0,회기동,1123010800.0,회기동
179,연세정인치과의원,9.3,서울특별시 종로구 새문안로 96,서울특별시 종로구 새문안로 96,126.9754189,37.5699123,정좌표,1.11101e+18,새주소,서울특별시 종로구 새문안로 96,서울특별시 종로구 신문로1가 135-2,3186.0,1111053000.0,사직동,1111012000.0,신문로1가
180,서울예다운치과의원,9.3," 서울특별시 종로구 성균관로 12 301호 (명륜2가,유니지오빌딩) ","서울특별시 종로구 성균관로 12 301호 (명륜2가,유니지오빌딩) ",126.9981649,37.5839745,정좌표,1.11102e+18,새주소,서울특별시 종로구 성균관로 12,서울특별시 종로구 명륜2가 211,3074.0,1111065000.0,혜화동,1111017100.0,명륜2가
181,미소랑치과의원 마곡점,9.3,서울 강서구 공항대로 247 퀸즈파크나인 A동 301호,서울 강서구 공항대로 247 퀸즈파크나인 A동 301호,126.835239,37.5593138,(무료버전 위치정밀도 제한)정좌표,11500.0,새주소,서울특별시 강서구 공항대로 247,서울특별시 강서구 마곡동 797-1,7803.0,1150060300.0,가양1동,1150010500.0,마곡동
182,더라인치과의원,9.3," 서울특별시 금천구 가산디지털1로 128 201호 (가산동, STX V - tower) ","서울특별시 금천구 가산디지털1로 128 201호 (가산동, STX V - tower) ",126.883694,37.47722,정좌표,1.15451e+18,새주소,서울특별시 금천구 가산디지털1로 128,서울특별시 금천구 가산동 371-37,8507.0,1154551000.0,가산동,1154510100.0,가산동
183,오목교정치과의원,9.3," 서울특별시 양천구 신목로 102 203~205호 (목동, 대경프라자) ","서울특별시 양천구 신목로 102 203~205호 (목동, 대경프라자) ",126.875786,37.5235755,정좌표,1.14701e+18,새주소,서울특별시 양천구 신목로 102,서울특별시 양천구 목동 404-156,8007.0,1147051000.0,목1동,1147010200.0,목동
184,선릉애플치과의원,9.3,서울특별시 강남구 테헤란로 313 지하1층 9호 (역삼동),서울특별시 강남구 테헤란로 313 지하1층 9호 (역삼동),127.0452581,37.5037844,정좌표,1.16801e+18,새주소,서울특별시 강남구 테헤란로 313,서울특별시 강남구 역삼동 702-13,6151.0,1168064000.0,역삼1동,1168010100.0,역삼동
185,서울녹번치과의원,9.2,서울 은평구 녹번동 53-100,서울 은평구 녹번동 53-100,126.9358554,37.6017291,정좌표,1.13801e+18,구주소,서울특별시 은평구 통일로50길 2-4,서울특별시 은평구 녹번동 53-100,,1138051000.0,녹번동,1138010200.0,녹번동
186,서울하이안치과의원 왕십리점,9.2," 서울특별시 성동구 왕십리로 315 4층 (행당동, 한동타워) ","서울특별시 성동구 왕십리로 315 4층 (행당동, 한동타워) ",127.0342419,37.5617131,정좌표,1.12001e+18,새주소,서울특별시 성동구 왕십리로 315,서울특별시 성동구 행당동 286-5,4715.0,1120056000.0,행당1동,1120010700.0,행당동
187,문국일치과의원,9.2,서울특별시 양천구 오목로 148 2층 (신정동),서울특별시 양천구 오목로 148 2층 (신정동),126.8539816,37.5246004,정좌표,1.14701e+18,새주소,서울특별시 양천구 오목로 148,서울특별시 양천구 신정동 947-1,8019.0,1147065000.0,신정4동,1147010100.0,신정동
188,사람인치과의원,9.2,서울 성북구 고려대로27길 4,서울 성북구 고려대로27길 4,127.0302416,37.586522,정좌표,1.12901e+18,새주소,서울특별시 성북구 고려대로27길 4,서울특별시 성북구 안암동5가 99,2842.0,1129060000.0,안암동,1129012500.0,안암동5가
189,그린시카고치과의원,9.2," 서울특별시 동작구 사당로 300 2층 204,205호 (사당동, 이수자이상가) ","서울특별시 동작구 사당로 300 2층 204,205호 (사당동, 이수자이상가) ",126.9806233,37.4844845,정좌표,1.15901e+18,새주소,서울특별시 동작구 사당로 300,서울특별시 동작구 사당동 147-29,7013.0,1159062000.0,사당1동,1159010700.0,사당동
190,이현아치과의원,9.2,서울특별시 동대문구 사가정로 148 전농 SK아파트,서울특별시 동대문구 사가정로 148 전농 SK아파트,127.0605081,37.5765129,정좌표,1.12301e+18,새주소,서울특별시 동대문구 사가정로 148,서울특별시 동대문구 전농동 10,2532.0,1123057000.0,전농2동,1123010400.0,전농동
191,서울좋은치과의원,9.2,서울특별시 강서구 양천로57길 9-7 (가양동),서울특별시 강서구 양천로57길 9-7 (가양동),126.8514405,37.5634101,정좌표,1.15001e+18,새주소,서울특별시 강서구 양천로57길 9-7,서울특별시 강서구 가양동 1479-10,7527.0,1150060400.0,가양2동,1150010400.0,가양동
192,바른정치과의원,9.2,서울특별시 마포구 월드컵북로6길 3 이노베이스 빌딩,서울특별시 마포구 월드컵북로6길 3 이노베이스 빌딩,126.9189253,37.5578482,정좌표,1.14401e+18,새주소,서울특별시 마포구 월드컵북로6길 3,서울특별시 마포구 연남동 571-10,3991.0,1144071000.0,연남동,1144012400.0,연남동
193,이처럼치과의원,9.2,서울특별시 송파구 송파대로 155,서울특별시 송파구 송파대로 155,127.1226802,37.484084,정좌표,1.17101e+18,새주소,서울특별시 송파구 송파대로 155,서울특별시 송파구 문정동 651-8,5855.0,1171064200.0,문정2동,1171010800.0,문정동
194,서울W치과의원,9.2,서울특별시 송파구 석촌호수로 118,서울특별시 송파구 석촌호수로 118,127.0900245,37.5074356,정좌표,1.17101e+18,새주소,서울특별시 송파구 석촌호수로 118,서울특별시 송파구 잠실동 242-9,5566.0,1171065000.0,잠실본동,1171010100.0,잠실동
195,청담미소밝은치과의원,9.2,서울 강남구 테헤란로 419 강남파이낸스플라자 3층,서울 강남구 테헤란로 419 강남파이낸스플라자 3층,127.0521987,37.5058766,정좌표,1.16801e+18,새주소,서울특별시 강남구 테헤란로 419,서울특별시 강남구 삼성동 142-43,6160.0,1168059000.0,삼성2동,1168010500.0,삼성동
196,닥터유치과의원,9.2,서울특별시 강남구 학동로 221,서울특별시 강남구 학동로 221,127.0333388,37.5150677,정좌표,1.16801e+18,새주소,서울특별시 강남구 학동로 221,서울특별시 강남구 논현동 89-19,6053.0,1168053100.0,논현2동,1168010800.0,논현동
197,서울퍼스트치과,9.2," 서울특별시 송파구 석촌호수로 61 314,315호 (잠실동, 트리지움상가) ","서울특별시 송파구 석촌호수로 61 314,315호 (잠실동, 트리지움상가) ",127.0862064,37.51074,정좌표,1.17101e+18,새주소,서울특별시 송파구 석촌호수로 61,서울특별시 송파구 잠실동 35-2,5555.0,1171068000.0,잠실3동,1171010100.0,잠실동
198,연세가은치과의원,9.2,서울특별시 마포구 마포대로 109,서울특별시 마포구 마포대로 109,126.950795,37.5450887,정좌표,1.14401e+18,새주소,서울특별시 마포구 마포대로 109,서울특별시 마포구 공덕동 467,4146.0,1144055500.0,아현동,1144010200.0,공덕동
199,서울더퍼스트치과의원,9.2,서울 강북구 도봉로 342 3층,서울 강북구 도봉로 342 3층,127.0261393,37.6380363,정좌표,1.13051e+18,새주소,서울특별시 강북구 도봉로 342,서울특별시 강북구 번동 418-17,1063.0,1130559500.0,번1동,1130510200.0,번동
200,강서채움치과의원,9.2,서울 강서구 마곡중앙5로 6 마곡나루역보타닉푸르지오시티 동관 2층,서울 강서구 마곡중앙5로 6 마곡나루역보타닉푸르지오시티 동관 2층,126.826639,37.5671307,정좌표,1.15001e+18,새주소,서울특별시 강서구 마곡중앙5로 6,서울특별시 강서구 마곡동 760,7788.0,1150060300.0,가양1동,1150010500.0,마곡동
201,연세힐치과의원,9.2," 서울특별시 강서구 강서로 242 3층 309호 (화곡동, 강서힐스테이트상가) ","서울특별시 강서구 강서로 242 3층 309호 (화곡동, 강서힐스테이트상가) ",126.83676,37.5473812,정좌표,1.15001e+18,새주소,서울특별시 강서구 강서로 242,서울특별시 강서구 화곡동 1005-21,7694.0,1150061500.0,우장산동,1150010300.0,화곡동
202,고은이(e)플란트치과의원,9.2," 서울특별시 마포구 백범로 202 2층 206~207호 (신공덕동, 마포KCC웰츠타워2층) ","서울특별시 마포구 백범로 202 2층 206~207호 (신공덕동, 마포KCC웰츠타워2층) ",126.9522189,37.5428037,정좌표,1.14401e+18,새주소,서울특별시 마포구 백범로 202,서울특별시 마포구 신공덕동 171,4196.0,1144056500.0,공덕동,1144010300.0,신공덕동
203,서울탑치과병원,9.2,서울특별시 서초구 서초중앙로 39 5층 (서초동),서울특별시 서초구 서초중앙로 39 5층 (서초동),127.0157328,37.4852868,정좌표,1.16501e+18,새주소,서울특별시 서초구 서초중앙로 39,서울특별시 서초구 서초동 1602-8,6654.0,1165053000.0,서초3동,1165010800.0,서초동
204,우리가족치과의원,9.2,서울 구로구 오류동 176-15,서울 구로구 오류동 176-15,126.8394606,37.4862907,정좌표,1.15301e+18,구주소,,서울특별시 구로구 오류동 176-15,8342.0,1153078000.0,오류2동,1153010800.0,오류동
205,한빛치과의원,9.2,서울특별시 동작구 여의대방로 142 3층 (대방동),서울특별시 동작구 여의대방로 142 3층 (대방동),126.920691,37.4997384,정좌표,1.15901e+18,새주소,서울특별시 동작구 여의대방로 142,서울특별시 동작구 대방동 400-1,7055.0,1159066000.0,대방동,1159010800.0,대방동
206,서울리더스치과의원 석계점,9.2," 서울특별시 노원구 화랑로 337 2층 (월계동, 인현빌딩) ","서울특별시 노원구 화랑로 337 2층 (월계동, 인현빌딩) ",127.0651862,37.6152407,정좌표,1.13501e+18,새주소,서울특별시 노원구 화랑로 337,서울특별시 노원구 월계동 46-1,1895.0,1135056000.0,월계1동,1135010200.0,월계동
207,토마스케네디치과의원,9.2,서울특별시 마포구 연남로 42,서울특별시 마포구 연남로 42,126.9215891,37.5630625,정좌표,1.14401e+18,새주소,서울특별시 마포구 연남로 42,서울특별시 마포구 연남동 573,3989.0,1144071000.0,연남동,1144012400.0,연남동
208,뉴서울치과의원,9.2,서울특별시 강남구 학동로 219 국제빌딩 3층,서울특별시 강남구 학동로 219 국제빌딩 3층,127.033136,37.515003,정좌표,1.16801e+18,새주소,서울특별시 강남구 학동로 219,서울특별시 강남구 논현동 89-22,6053.0,1168053100.0,논현2동,1168010800.0,논현동
209,루덴치과의원 미아점,9.2," 서울특별시 강북구 삼양로19길 214 3층 (미아동, 금강빌딩) ","서울특별시 강북구 삼양로19길 214 3층 (미아동, 금강빌딩) ",127.0154252,37.6196655,정좌표,1.13051e+18,새주소,서울특별시 강북구 삼양로19길 214,서울특별시 강북구 미아동 1353-7,1193.0,1130557500.0,삼각산동,1130510100.0,미아동
210,압구정 오라클치과의원,9.2,서울특별시 강남구 압구정로30길 23,서울특별시 강남구 압구정로30길 23,127.029511,37.5258939,정좌표,1.16801e+18,새주소,서울특별시 강남구 압구정로30길 23,서울특별시 강남구 신사동 609-1,6022.0,1168054500.0,압구정동,1168010700.0,신사동
211,닥터굿플란트치과의원,9.2,서울 은평구 연서로 137 영진빌딩 3층,서울 은평구 연서로 137 영진빌딩 3층,126.9168513,37.6111701,정좌표,1.13801e+18,새주소,서울특별시 은평구 연서로 137,서울특별시 은평구 구산동 1-1,3412.0,1138056000.0,구산동,1138010500.0,구산동
212,서울하이안치과의원 사당점,9.2,서울특별시 관악구 남현길 7 한일프라자,서울특별시 관악구 남현길 7 한일프라자,126.9776963,37.4760704,정좌표,1.16201e+18,새주소,서울특별시 관악구 남현길 7,서울특별시 관악구 남현동 1058-6,8806.0,1162063000.0,남현동,1162010300.0,남현동
213,연세고운미소치과의원,9.2," 서울특별시 강남구 강남대로 238 5층 (도곡동, 스카이쏠라빌딩) ","서울특별시 강남구 강남대로 238 5층 (도곡동, 스카이쏠라빌딩) ",127.0347558,37.4849662,정좌표,1.16801e+18,새주소,서울특별시 강남구 강남대로 238,서울특별시 강남구 도곡동 953-11,6267.0,1168065500.0,도곡1동,1168011800.0,도곡동
214,연세좋은이웃치과의원,9.2,서울특별시 동대문구 왕산로 193 4층 (청량리동),서울특별시 동대문구 왕산로 193 4층 (청량리동),127.0445432,37.5802322,정좌표,1.12301e+18,새주소,서울특별시 동대문구 왕산로 193,서울특별시 동대문구 청량리동 750,2573.0,1123070500.0,청량리동,1123010700.0,청량리동
215,오플란트치과의원 영등포구청점,9.2,서울 영등포구 당산로 118,서울 영등포구 당산로 118,126.8970315,37.5251274,정좌표,1.15601e+18,새주소,서울특별시 영등포구 당산로 118,서울특별시 영등포구 당산동3가 260,7259.0,1156055000.0,당산1동,1156011300.0,당산동3가
216,서울테라치과의원,9.2,서울특별시 송파구 송파대로 167,서울특별시 송파구 송파대로 167,127.1214839,37.484859,정좌표,1.17101e+18,새주소,서울특별시 송파구 송파대로 167,서울특별시 송파구 문정동 325-3,5855.0,1171064200.0,문정2동,1171010800.0,문정동
217,더블유스타일치과의원,9.2," 서울특별시 용산구 백범로 341 (원효로1가,리첸시아 용산A 309호) ","서울특별시 용산구 백범로 341 (원효로1가,리첸시아 용산A 309호) ",126.9677297,37.5381198,정좌표,1.11701e+18,새주소,서울특별시 용산구 백범로 341,서울특별시 용산구 원효로1가 133-3,4315.0,1117056000.0,원효로1동,1117011200.0,원효로1가
218,따뜻한인치과의원 서울대 입구 점,9.2,서울시 관악구 관악로 144 우남네오폴리스 3층 (태국식당 파타야 옆에 위치),서울시 관악구 관악로 144 우남네오폴리스 3층 (태국식당 파타야 옆에 위치),126.9526165,37.4779412,정좌표,1.16201e+18,새주소,서울특별시 관악구 관악로 144,서울특별시 관악구 봉천동 1597-1,8791.0,1162058500.0,낙성대동,1162010100.0,봉천동
219,홍대미래치과의원,9.2,서울특별시 마포구 양화로 166,서울특별시 마포구 양화로 166,126.9241703,37.5567338,정좌표,1.14401e+18,새주소,서울특별시 마포구 양화로 166,서울특별시 마포구 동교동 165-1,4050.0,1144066000.0,서교동,1144012100.0,동교동
220,봄의미소치과의원,9.2," 서울특별시 강북구 삼양로27길 35-21 204,205호 (미아동, 미아프라자) ","서울특별시 강북구 삼양로27길 35-21 204,205호 (미아동, 미아프라자) ",127.0189033,37.6179014,정좌표,1.13051e+18,새주소,서울특별시 강북구 삼양로27길 35-21,서울특별시 강북구 미아동 1357-6,1196.0,1130557500.0,삼각산동,1130510100.0,미아동
221,서울유노치과의원,9.2,서울특별시 중랑구 동일로 887,서울특별시 중랑구 동일로 887,127.0776368,37.609554,정좌표,1.12601e+18,새주소,서울특별시 중랑구 동일로 887,서울특별시 중랑구 묵동 244-149,2009.0,1126063000.0,묵2동,1126010400.0,묵동
222,서울유노치과의원,9.2,서울특별시 중랑구 동일로 887,서울특별시 중랑구 동일로 887,127.0776368,37.609554,정좌표,1.12601e+18,새주소,서울특별시 중랑구 동일로 887,서울특별시 중랑구 묵동 244-149,2009.0,1126063000.0,묵2동,1126010400.0,묵동
223,이철민치과의원,9.2,서울특별시 노원구 동일로 1339,서울특별시 노원구 동일로 1339,127.06219,37.6481676,정좌표,1.13501e+18,새주소,서울특별시 노원구 동일로 1339,서울특별시 노원구 상계동 763-3,1767.0,1135069500.0,상계6.7동,1135010500.0,상계동
