,name,point,addr
341,정영복치과의원,8.2,"서울특별시 동작구 상도로 65 3층 (대방동, 금성빌딩)"
342,뉴욕엔와이유치과의원,8.7,서울특별시 성북구 창경궁로 328 2층 (삼선동1가)
343,스마트치과의원,9.0,서울특별시 강서구 화곡로 429 501호 (가양동)
344,사람사랑치과의원 목동지점,9.0,서울특별시 양천구 목동로 203 2층 (신정동)
345,킹스치과의원,7.2,서울 서초구 강남대로 605 휴먼타워 3층
346,큐프라임가산치과의원,6.4,"서울특별시 금천구 가산디지털1로 149 203~204호 (가산동, 이노플렉스2차 )"
347,미소탑치과의원,8.4,서울특별시 강동구 천호대로 1078 2층 206호 (성내동)
348,우정치과의원,8.4,서울 관악구 남부순환로 1845 더 헤르미온 2층 202호 우정치과
349,서울보스톤치과의원,9.0,서울특별시 성동구 뚝섬로 389 2층 (성수동2가)
350,좋은이웃치과의원,9.3,서울특별시 동작구 동작대로 119
351,재단법인화강문화재단서울이웃린치과의원,9.6,서울특별시 서대문구 신촌로 13 7층 (창천동)
352,서울플랜트치과의원,8.3,서울특별시 은평구 은평로 121
353,김종민치과의원,8.8,서울특별시 은평구 통일로 821 3층 (대조동)
354,살림치과의원,9.4,서울 은평구 서오릉로 149 세웅그룹빌딩 10층
355,사과나무치과의원,8.9,"서울특별시 종로구 지봉로 29 4층 (창신동, 금호팔래스빌딩)"
356,제아치과의원,8.4,서울특별시 강남구 강남대로 416 창림빌딩 4층
357,서울에스치과의원,9.3,서울특별시 은평구 진관2로 15-46
358,아인스치과교정과치과의원,9.3,"서울특별시 서초구 강남대로 399 3층 (서초동, 몬테소리빌딩)"
359,사람사랑치과의원 서대문지점,9.2,서울특별시 서대문구 충정로 59 (충정로2가)
360,제이디치과교정과치과의원,9.6,서울특별시 서초구 강남대로 621
361,언제나이든치과의원,9.0,서울특별시 관악구 난곡로 210 3층 (신림동)
362,리얼라인치과의원,8.2,서울특별시 서대문구 신촌로 73
363,123치과교정과치과의원,9.0,서울특별시 송파구 올림픽로 300
364,연세휴치과의원 길음점,8.7,서울특별시 성북구 동소문로 260 길음환승주차장 8층
365,라움치과의원,8.9,서울특별시 동작구 상도로 94 3층 (상도동)
366,뉴연세치과의원,8.7,서울특별시 강남구 테헤란로78길 8 현빌딩
367,안암위드치과의원,8.4,서울특별시 성북구 안암로 75
368,연세리더스치과의원 숙대점,8.5,"서울특별시 용산구 한강대로 297 (갈월동, 우신빌딩)"
369,보타닉치과의원,9.0,서울 강서구 마곡중앙로 161-17
370,닥터노아치과의원,9.4,"서울특별시 중구 서소문로135, 2층 (연호빌딩)"
371,원진치과의원,8.9,서울 서초구 서초대로77길 25 경일빌딩 3층
372,연세고마운치과의원 홍제지점,8.2,서울특별시 서대문구 통일로 456
373,함박웃음치과의원 서울대점,8.4,서울특별시 관악구 남부순환로 1820 에그엘로우 6층
374,이디치과의원,9.1,서울 구로구 디지털로 300
375,탑플랜치과의원,9.1,"서울특별시 강서구 마곡서로 133 713동 205호 (마곡동, 마곡엠밸리7단지)"
376,명동수치과의원,8.2,"서울특별시 중구 남대문로7길 11 5층 (소공동, 태양빌딩)"
377,참좋은치과의원,9.0,"서울특별시 서대문구 통일로 371 2,3층 (홍제동)"
378,이엔치과의원,9.0,서울특별시 은평구 연서로 133 2층 (구산동)
379,하루에치과의원,7.6,서울 강남구 도산대로 174
380,연세아이에프씨치과의원,8.3,서울특별시 영등포구 국제금융로2길 7 한주빌딩
381,삼성리더스치과의원,8.5,서울 구로구 중앙로 64
382,서울치과의원,9.5,서울특별시 동대문구 홍릉로 3-1 (청량리동)
383,최앤이치과의원,9.4,"서울특별시 중구 세종대로 39 2층 (남대문로4가, 대한서울상공회의소)"
384,연세유앤아이치과의원,7.8,서울 강서구 마곡동로4길 23
385,서울제이치과의원,9.0,서울 종로구 대학로 132 형원빌딩 4층 401호
386,올리브나무치과의원,9.1,서울특별시 관악구 관악로 234 국민은행 2층
387,e해박난치과의원,8.6,서울특별시 동작구 노량진로 152-1 3층 (노량진동)
388,프라미스치과의원,8.6,서울특별시 마포구 마포대로 143
389,서울민플러스치과의원,8.1,서울특별시 동작구 상도로 80 2~3층 (대방동)
390,경희치과병원,8.1,서울특별시 강북구 도봉로 358
391,뚝섬힐링치과의원,9.3,서울특별시 성동구 아차산로 42
392,박성원치과의원,9.2,서울특별시 노원구 중계로 184
393,종로밀레니엄치과의원,8.9,서울특별시 종로구 종로 78
394,홍대미래치과의원,9.2,서울특별시 마포구 양화로 166
395,서울매스티지치과의원,9.1,"서울특별시 강남구 봉은사로 105 1층, 6층 (논현동, 동양빌딩)"
396,친절한 홍치과의원,8.1,서울 강서구 마곡중앙5로 6
397,연세메이트치과의원,8.8,"서울특별시 강동구 양재대로 1619 3,4층 (천호동, 가야빌딩)"
398,디지털치과의원,9.0,서울 금천구 벚꽃로 298 대륭포스트타워6차 214-215호
399,큐원치과의원,8.6,서울특별시 강남구 논현로 503
400,서울바움치과의원,8.9,서울특별시 중구 서소문로 125
401,태미안치과의원,8.1,서울특별시 중랑구 망우로 305 4층 (상봉동)
402,연세바른치과의원,9.8,서울 노원구 동일로192길 74
403,열린치과병원,9.3,충남 천안시 서북구 불당25로 176
404,센트럴뉴욕치과의원,8.8,"서울특별시 강동구 올림픽로 651 3층 (천호동, 예경빌딩)"
405,수서서울삼성치과의원,9.5,서울특별시 강남구 광평로56길 8-13
406,참치과의원,9.8,부산 동래구 충렬대로237번길 34
407,운정에이스치과의원,9.8,경기 파주시 청암로17번길 43
408,청아치과의원,8.7,"경상남도 진주시 에나로 75 3층 304호 (충무공동, 세종빌딩)"
409,문윤수치과의원,9.6,"경상남도 창원시 마산회원구 구암서1길 51 (구암동, 문윤수치과의원)"
410,늘봄미소치과의원,9.7,서울 양천구 중앙로 277
411,하이웰치과의원,9.6,경기도 화성시 동탄대로 198
412,선릉애플치과의원,9.3,서울특별시 강남구 테헤란로 313 지하1층 9호 (역삼동)
413,율하부부치과의원,9.5,"경상남도 김해시 율하3로 49 401호 (율하동, 유성프라자)"
414,사람사랑치과의원 보라매,9.1,"서울특별시 영등포구 여의대방로 95 (신길동,3층)"
415,유디치과의원 대전둔산점,9.2,대전광역시 서구 대덕대로 195
416,서울미래치과의원,8.5,서울 성동구 왕십리광장로 17 1층 C-06호
417,사람인치과의원,9.2,서울 성북구 고려대로27길 4
418,연세행복치과의원,9.1,서울특별시 용산구 한강대로77길 15 (갈월동)
419,양지치과의원,7.6,서울특별시 관악구 남부순환로 1636 3층 (신림동)
420,양심선언치과의원,9.0,인천광역시 계양구 계양대로 94
421,킹콩치과의원,8.3,서울특별시 강남구 강남대로 390
422,라온치과병원,9.3,대구광역시 수성구 동대구로 312
423,루덴치과의원,9.0,서울특별시 중구 명동길 65 보림빌딩
424,의료법인한아의료재단쌍용문치과의원,9.6,충남 천안시 서북구 월봉로 84
425,서울아크로치과의원,9.0,서울특별시 영등포구 국회대로54길 10
426,연세레이치과의원,9.8,서울 강남구 남부순환로 2936 윈플러스상가 208호
427,따뜻한치과병원,9.5,서울특별시 동작구 동작대로 13 보광빌딩
428,서울센트럴치과의원,9.6,대전광역시 중구 계룡로 901
429,서울나우치과의원,9.5,서울 송파구 백제고분로 387 2층
430,휴플러스치과의원,9.1,서울특별시 강서구 양천로 431 지하2층 (가양동)
431,이미지치과의원,9.4,"대구 달서구 조암로 16, 4층"
432,서울미소치과,9.7,경상남도 거제시 거제중앙로 1894 (고현동)
433,송산탑치과의원,9.4,경기도 화성시 수노을중앙로 146
434,중앙치과의원,9.8,광주 북구 동문대로 82
435,동탄씨엘치과의원,9.8,경기도 화성시 동탄순환대로20길 118
436,연세수치과의원,9.4,서울특별시 마포구 신촌로 174
437,에이스마일치과병원,9.0,대전광역시 유성구 반석로 24
438,나눔치과의원,9.3,광주 북구 용주로30번길 63
439,연세고운미소치과의원,9.2,"서울특별시 강남구 강남대로 238 5층 (도곡동, 스카이쏠라빌딩)"
440,모두가행복한치과의원,9.1,"충청북도 음성군 맹동면 원중로 1416 세계로메디컬타워 3층 303, 304호"
441,오목교정치과의원,9.3,"서울특별시 양천구 신목로 102 203~205호 (목동, 대경프라자)"
442,대화사과나무치과의원,9.1,경기 고양시 일산서구 중앙로 1573
443,한일치과의원,8.7,울산 남구 돋질로302번길 33
444,사랑이가득한치과의원,9.0,"서울특별시 동대문구 한천로 264 3층 303, 304호 (휘경동)"
445,뉴&베스트치과의원,9.8,경기도 하남시 더우개로 29
446,원데이치과의원 제1관,8.9,서울특별시 강남구 봉은사로2길 31
447,월곶바른치과의원,9.4,경기 시흥시 월곶중앙로 63
448,이천예치과,9.3,경기 이천시 중리천로 101
449,서울프라임치과의원,9.8,서울특별시 강동구  상일로6길 26 (상일동)
450,크리스탈치과의원,8.9,"서울특별시 광진구 능동로 409 (중곡동,아이엠빌딩 4, 5층)"
451,일원사랑치과의원,9.6,서울특별시 강남구 일원로 127
452,퍼스트치과의원,8.7,충남 당진시 당진중앙1로 195
453,지오치과의원,9.1,경기도 수원시 장안구 만석로19번길 29
454,올바른치과의원,9.4,서울 송파구 법원로 114
455,바로나치과의원,9.2,부산 금정구 온천장로 131
456,에스디치과교정과치과의원,8.6,광주 서구 무진대로 935
457,박세진치과의원,9.5,"서울특별시 강남구 남부순환로 2927 5층 503호 (대치동, 대치클래시아)"
458,민들레치과의원,9.0,대구 동구 국채보상로 801
459,호산나치과의원 평촌점,9.3,경기도 안양시 동안구 시민대로327번길 6
460,서울녹번치과의원,9.2,서울 은평구 녹번동 53-100
461,반도치과의원,8.8,부산 사하구 낙동대로 451
462,나비화이트치과의원,8.3,서울특별시 관악구 남부순환로 1840 계림빌딩
463,남양스타치과의원,9.0,경기도 화성시 남양읍 남양로 671 7층
464,강북퍼스트치과,9.1,대구 북구 학정로 440
465,이천 연세스위트치과병원,8.9,경기도 이천시 중리천로 58 (중리동)
466,고치과의원,8.7,서울특별시 동대문구 휘경로 22 (이문동)
467,올리브치과의원,8.6,경기 용인시 처인구 중부대로 1360
468,정재욱치과의원,8.8,대구 중구 달구벌대로 2094
469,목고박치과의원,8.8,서울특별시 영등포구 여의나루로 42
470,은평우리치과의원,8.6,서울 은평구 통일로 715 3층 일부호 (대조동)
471,시엘치과의원,8.9,충남 천안시 서북구 두정로 202
472,서울해치과,8.7,서울특별시 동작구 등용로 119 5층 (대방동)
473,연세해맑은치과의원 건대점,8.8,서울특별시 광진구 능동로 109 3층 (화양동)
474,밀레니엄치과의원,8.5,서울특별시 강북구 도봉로 45
475,좋은하루치과의원,8.7,부산 동래구 시실로24번길 5
476,에스치과,9.2,서울특별시 영등포구 양평로 126 (양평동5가)
477,유디치과의원 부산남포점,8.5,부산 중구 구덕로 74-1
478,허브치과의원,9.4,경기도 안양시 만안구 안양로 312
479,이수CDC어린이치과의원,9.3,서울특별시 동작구 동작대로 83 6층 (사당동)
480,차오름치과의원,8.6,서울특별시 송파구 송파대로 167
481,오아이치과의원,8.3,경기 고양시 덕양구 중앙로558번길 13
482,로덴치과의원,8.0,경기도 화성시 동탄지성로 148
483,선한이웃치과의원,8.5,부산 남구 수영로 47
484,부평우리치과의원,8.4,인천광역시 부평구 부평대로 16
485,호산나치과의원 서울점,8.4,서울특별시 동작구 상도로 327 2층 (상도동)
486,오복만세치과의원,9.0,"서울특별시 구로구 디지털로31길 20 204호 (구로동,에이스테크노5차)"
487,서울현치과의원,8.7,서울특별시 영등포구 당산로 26 상가동 208호 (문래동3가)
488,느낌이있는필치과의원,8.3,경기도 평택시 관광특구로 38
489,백세치과의원,8.3,광주 북구 북문대로 88
490,e365치과의원,7.9,서울특별시 서대문구 수색로 56 3층 307호 (북가좌동)
491,세라믹치과의원,8.6,서울특별시 강남구 학동로 207
492,매디플란트 치과의원,8.3,경기도 고양시 덕양구 권율대로 889
493,보가치과의원,7.6,전북 전주시 완산구 온고을로 28
494,메이트치과의원,9.3,서울특별시 종로구 종로5길 7 303호 (청진동)
495,센트럴치과의원,7.9,인천광역시 연수구 해돋이로 118
496,다바른치과의원,10.0,대구 북구 침산로 152
497,서울그레이스치과의원,7.7,"서울특별시 서초구 강남대로 355 12층 (서초동, 삼성화재서초사옥)"
498,올곧은치과의원,9.0,서울특별시 은평구 통일로 1050
499,안아프니치과의원,8.2,서울 구로구 시흥대로 577
500,평생치과,9.8,경기도 광명시 금하로 458
501,유디치과의원 부천상동점,7.9,경기 부천시 길주로 64
502,마로니에치과의원,9.7,대전광역시 서구 둔산로 25
503,서울이도원치과의원,9.7,인천광역시 연수구 송도과학로27번길 55
504,서울이수플란트치과의원,9.1,서울특별시 서초구 동작대로 144 2층
505,시카고초콜렛치과의원,8.0,서울특별시 강남구 선릉로 703 HS TOWER
506,서울삼성치과의원,7.4,서울특별시 관악구 남부순환로 1942 대영빌딩
507,365플러스치과의원,9.5,경기도 하남시 미사강변동로84번길 39 에코타워 4층
508,바룸치과의원,9.3,경남 양산시 양산역1길 14
509,황선홍치과의원,9.3,서울특별시 강남구 밤고개로1길 10
510,강남클리어치과의원,8.0,서울특별시 강남구 강남대로 406 글라스타워8층
511,조은미소치과의원,8.5,서울특별시 관악구 남부순환로 1912 운차빌딩 2층
512,연세고운미소치과의원 서울대입구점,9.3,서울특별시 관악구 관악로 164 대우디오슈페리움1단지 3층
513,서울부부치과의원,9.1,강원 춘천시 금강로 59
514,연세센터원치과의원,9.1,경기도 양주시 회천남로 92
515,드림위드치과의원,9.1,서울 강서구 강서로 385 우성에스비타워 6층
516,이니드연합치과의원,9.2,경북 경산시 대학로 309
517,불꽃치과의원,9.6,대구 달서구 달구벌대로 1710
518,플란트치과의원,9.8,부산 동래구 동래로 25
519,한빛치과병원,9.4,울산 남구 문수로 368
520,동대문서울삼성치과의원,9.4,"서울특별시 중구 장충단로13길 7 5층 (을지로6가, 을호빌딩)"
521,노블리안치과의원,9.5,전북 익산시 하나로 443
522,유디치과미아점,7.5,서울특별시 강북구 도봉로 256 4층 (미아동)
523,메디피움동탄치과의원,9.0,경기도 화성시 동탄대로 557-9
524,서울이고운치과의원,9.6,경기도 파주시 청암로17번길 33
525,서울치과병원,9.4,대전광역시 동구 동서대로 1641
526,서울금플란트치과의원,9.5,서울특별시 은평구 서오릉로 151 3층 (구산동)
527,보스톤서울치과의원,9.5,서울특별시 영등포구 당산로44길 3 (당산동5가)
528,라온치과병원,9.1,대구광역시 달서구 월배로 206
529,데일리치과의원,9.9,경기도 성남시 분당구 정자일로 162
530,강북이사랑치과의원,8.7,서울특별시 강북구 도봉로 34 4층 (미아동)
531,하늘치과의원,9.9,서울특별시 노원구 석계로 98-1
532,루센트치과의원,9.9,"서울 서초구 사평대로 368 중앙화촌빌딩 3,4층"
533,오스톤치과의원,9.5,서울특별시 강서구 강서로56길 16 5층
534,연세해맑은치과의원,9.2,서울특별시 서대문구 신촌로 67 5층 (창천동)
535,반석치과교정과 구강악안면외과치과의원,9.7,광주광역시 서구 상무중앙로 9
536,굿닥터김태광치과의원,9.8,전북 전주시 완산구 홍산로 261
537,바오치과의원,9.6,대구 동구 경안로 848
538,콩세알치과의원,9.2,대전광역시 유성구 노은서로112번길 92
539,힐링치과의원,9.0,인천광역시 부평구 장제로 138
540,하나인치과병원,9.2,부산 동래구 명안로85번길 42
541,넝쿨치과의원,9.0,경기도 안양시 만안구 안양로 129 2층 (안양동)
542,수지좋은치과의원,9.1,경기도 용인시 수지구 수지로296번길 51-2
543,신세계치과의원,9.3,경북 포항시 북구 두호로 24
544,김진걸치과의원,9.3,"경기도 성남시 분당구 대왕판교로606번길 39 7층 703,704호 (삼평동)"
545,연세키즈몽치과의원,9.3,"서울특별시 도봉구 노해로 341 309,310호 (창동, 신원리베르텔)"
546,엠와이치과의원,9.4,서울특별시 마포구 상암동 1605 누리꿈스퀘어 지하 1층 1067호
547,서울더바른치과교정과치과의원,9.8,서울 노원구 화랑로 325
548,서울센트리얼치과병원,9.2,인천광역시 남동구 서창남순환로 222
549,미유치과의원,9.1,인천광역시 서구 청라커낼로288번길 10
550,비앤비치과의원,9.2,인천광역시 부평구 마장로 82
551,동서치과의원,9.1,경기도 안산시 단원구 중앙대로 921
552,사하이편한치과의원,9.3,부산 사하구 서포로30번길 9
553,서하플란트치과의원,9.3,경기도 광명시 덕안로77번길 5
554,서울도담치과의원,9.2,"서울특별시 종로구 종로14길 32 4층 (관철동, 동흥빌딩)"
555,최미치과의원,8.8,대구광역시 수성구 청수로 213
556,봄봄어린이치과의원,9.2,부산 강서구 명지국제8로 240
557,하안치과의원,9.3,경기도 광명시 하안로 295
558,이맑은치과,8.9,"서울특별시 관악구 신림로 344 309호 (신림동, SK허브그린)"
559,현대치과의원,8.8,서울특별시 동작구 매봉로 182 3층 (본동)
560,미치과의원,8.8,강원 춘천시 영서로 2341
561,올스마일치과의원,8.7,서울특별시 양천구 목동동로 212 더빌딩
562,365앞선치과의원,8.9,대전 유성구 관평동 1343 메종드세이상가 2층
563,2D치과의원,8.5,서울 강남구 강남대로 470 808타워 8층
564,청파치과의원,9.0,서울특별시 용산구 청파로47길 43
565,연세세브란스치과의원,9.1,인천광역시 부평구 부평대로 6
566,서울명문치과의원,8.5,대전광역시 유성구 계룡로 105
567,서울조영민치과의원,9.0,서울 송파구 중대로 105
568,고범연XO치과교정과치과의원,9.2,서울특별시 강남구 남부순환로 2947
569,맥치과의원,8.9,경기도 안산시 단원구 광덕대로 174
570,선부부치과의원,9.5,부산 부산진구 중앙대로 931
571,서울스마트치과교정과치과의원,8.5,경기도 화성시 동탄대로 489 우성타워 5층
572,광화문연치과의원,9.0,서울 중구 세종대로21길 52
573,이28연합치과의원,8.6,대구 수성구 달구벌대로 2296
574,남서울치과의원,9.0,경기도 성남시 수정구 산성대로 433 5층 (단대동)
575,아주탑치과의원,8.5,경기도 수원시 팔달구 아주로 3
576,올바른치과의원,9.4,서울특별시 강서구 강서로 253 2층 1호 (내발산동)
577,강남하나로치과의원,8.6,서울특별시 강남구 테헤란로 326 (역삼동)
578,맑은미소치과의원,8.2,경기도 수원시 권선구 덕영대로 1205
579,좋은미소치과의원,8.5,서울 광진구 능동로 297
580,김상욱치과의원,8.8,경기도 안양시 만안구 박달로 520 (박달동)
581,웃는바른이치과교정과치과의원,8.0,서울시 서초구 서초대로 13 방배 마에스트로 제1동 2층
582,화목한치과의원,8.4,서울특별시 강동구 성내로 11 (성내동)
583,비타민치과의원,9.2,서울특별시 구로구 개봉로 63 (개봉동)
584,페리오치과의원,8.8,"서울특별시 동작구 동작대로 85 5층 (사당동, 우석빌딩)"
585,서울화인치과의원,8.3,서울특별시 관악구 신림로 105 4층 (신림동)
586,81도치과교정과치과의원,8.7,서울 서초구 서초대로 286
587,선한치과의원,9.3,서울특별시 강북구 도봉로 334 영광빌딩
588,연세윤치과의원,9.5,서울특별시 서대문구 신촌로 127
589,서울이안치과의원,9.2,서울특별시 동대문구 휘경로 23 2층 (이문동)
590,서울샤플란트치과의원,9.4,경기도 수원시 권선구 효원로 274
591,영종국제치과의원,9.8,인천광역시 중구 하늘별빛로65번길 7-9
592,조윤정치과의원,10.0,부산 수영구 광일로 28
593,올바른치과의원,9.7,대전광역시 서구 구봉로 139
594,강남케이탑치과의원,8.2,"서울특별시 서초구 강남대로 455 206호 (서초동, 태영데시앙루브)"
595,서울매일치과의원,9.5,강원 원주시 능라동길 73
596,서울S치과의원,9.6,서울특별시 마포구 월드컵로13길 8 3층 (망원동)
597,연세라온치과의원,9.5,충북 청주시 흥덕구 강서로 122
598,온아치과의원,9.5,충남 아산시 배방읍 배방로14번길 9
599,서울바른이치과교정과치과의원,9.6,경기도 부천시 길주로 199
600,울산바로치과의원,9.8,울산 남구 화합로 152
601,현대치과의원,9.9,"경상남도 창원시 마산합포구 삼호로 45 501,601호 (산호동)"
602,바른윤치과의원,7.7,서울특별시 동작구 사당동 1046-13
603,이앤이치과의원,9.5,대구 북구 학정로 426
604,서울제니스치과의원,8.6,서울특별시 마포구 양화로 162
605,디에르치과의원 대구점,9.3,대구 중구 동성로 25
606,21세기치과의원,9.3,"경기도 성남시 분당구 돌마로 482(서현동, 주영빌딩)"
607,연세하늘치과의원,9.5,서울 동작구 상도로62길 1 3층
608,봄날에치과의원,9.2,서울특별시 관악구 남부순환로 1812 윤건빌딩
609,라임 치과의원,9.4,서울특별시 성동구 성수이로 94
610,뷰티플란트치과의원,9.5,부산 서구 구덕로 224
611,램브란트치과의원,9.2,대구 달서구 월배로 175
612,e편한치과의원,9.4,"경기도 김포시 김포대로 835(사우동, 이프라자)"
613,메타폴리스치과의원,9.6,경기도 화성시 동탄중앙로 220
614,서울더퍼스트치과의원,9.2,서울 강북구 도봉로 342 3층
615,미사센트럴치과의원,9.2,경기도 하남시 미사강변동로 79
616,이수백치과의원,9.6,서울특별시 관악구 관악로 233 태경빌딩
617,서울범계치과의원,9.8,경기도 안양시 동안구 동안로 120
618,미소하임치과의원,9.8,서울특별시 강서구 마곡중앙5로 81
619,서울탑치과의원,9.3,"서울특별시 중랑구 망우로 410 2층 (망우동, 삼부빌딩)"
620,인디애나치과의원,8.6,서울특별시 은평구 통일로 780 미성아파트
621,서울새봄플란트치과의원 수원점,9.1,경기 수원시 권선구 동수원로 232
622,알프스치과의원,8.0,서울특별시 관악구 관악로 164 대우디오슈페리움 1단지 2층
623,서울윈치과의원,9.6,경기도 시흥시 배곧3로 86
624,뉴튼치과병원,7.6,부산 동구 중앙대로 189
625,오복치과의원,9.2,"경상남도 창원시 성산구 반송로 148-6 (반림동, 미건빌딩 2층)"
626,율하연합치과의원,9.9,대구 동구 안심로 58
627,보미퍼스트치과의원,8.9,인천광역시 남동구 논고개로 93
628,연수서울치과의원,8.9,인천광역시 연수구 청능대로 103
629,이좋은치과의원,9.3,부산 사하구 낙동남로 1396
630,서울하이치과의원,9.1,경기도 성남시 분당구 판교로255번길 9-22 우림 W-CITY 2층 226호
631,사람사랑치과의원 전주,9.4,전라북도 전주시 완산구 온고을로 18 6층 (서신동)
632,수원휴플란트치과,9.4,경기도 수원시 장안구 정자천로 187
633,효창치과의원,9.5,서울특별시 용산구 효창원로 145
634,미래로21치과의원,8.7,광주 서구 화운로 1
635,든든한치과의원,9.6,경기도 김포시 김포한강8로 386
636,연세좋은손치과의원 교대본점,8.9,"서울특별시 서초구 서초대로 304 3층 (서초동, 강한미크리닉빌딩)"
637,서울하이안치과의원 왕십리점,9.2,"서울특별시 성동구 왕십리로 315 4층 (행당동, 한동타워)"
638,연세고운미소치과의원,9.0,서울특별시 종로구 종로 19 르메이에르 종로타운1 3층
639,공감백치과의원,9.6,경기도 수원시 권선구 금곡로 205 해피라움 310~311호 (금곡동)
640,시온치과의원 괴정점,9.4,부산 사하구 사하로 201
641,연세하이브치과의원,9.3,경기 부천시 부천로 25
642,소재정치과의원,8.7,대구 달서구 상화북로 189
643,노블리안치과의원,9.4,대전광역시 서구 관저동로 86
644,사과나무치과의원 김포점,8.7,경기 김포시 김포한강1로51번길 20 산타마리아 1동 3층
645,서울미치과의원,9.2,경기도 용인시 수지구 현암로 13
646,프라임치과의원,9.3,경기도 성남시 분당구 야탑로81번길 10
647,서울이유있는치과의원,9.6,경남 양산시 물금읍 야리로 31
648,오케이플란트치과의원,9.3,서울특별시 서초구 마방로2길 94 O.S.L 빌딩
649,시카고치과,9.3,경기도 고양시 덕양구 충장로 134
650,동탄탑치과의원,9.2,경기도 화성시 동탄대로19길 10
651,정은주김석치과의원,9.2,광주 남구 월산로 154
652,참조은치과병원,9.2,충남 천안시 서북구 불당4로 91
653,프라임에스치과교정과치과병원,8.9,인천 부평구 경원대로 1380
654,남문튼튼치과의원,8.9,"서울특별시 금천구 시흥대로 436 (독산동, 남문빌딩 2층)"
655,태전플란트치과의원,8.7,경기도 광주시 태봉로43번길 6
656,서울리온치과의원,9.0,경기도 남양주시 늘을1로16번길 29
657,연세우리치과의원,9.4,서울특별시 성북구 오패산로 75 (하월곡동)
658,이솔치과의원,9.1,경기 남양주시 화도읍 마석중앙로 51
659,삼계뉴욕치과병원,8.7,경남 김해시 가야로 193 (5층 치과단일건물)
660,일산스타28치과의원,8.9,경기도 고양시 일산동구 무궁화로 32-12
661,서울에스치과병원,8.5,광주 서구 상무중앙로 75
662,서울효치과의원,8.8,강원 춘천시 중앙로 55
663,선이아름다운치과의원,8.4,"서울특별시 종로구 지봉로 29 4층 (창신동, 금호팔레스빌딩)"
664,뉴연세치과의원 보라매,8.9,"서울특별시 동작구 여의대방로 68 2,3,지하1층 (신대방동)"
665,서울W치과의원,9.2,서울특별시 송파구 석촌호수로 118
666,에코플러스치과의원,8.9,경기도 화성시 동탄반석로 134
667,문국일치과의원,9.2,서울특별시 양천구 오목로 148 2층 (신정동)
668,의정부환한미소치과의원,8.8,"경기 의정부시 평화로 540, 퍼시픽타워 7층(스타벅스 건물)"
669,서대구웰치과의원,9.5,대구 서구 달구벌대로 1805
670,미보치과의원,8.7,서울특별시 성북구 화랑로 248 장위뉴타워 6층
671,성남예치과병원,8.8,경기도 성남시 중원구 성남대로 1141 (성남동)
672,은평치과의원,8.3,서울특별시 은평구 통일로 731 2층 (대조동)
673,모던치과의원,9.1,서울특별시 마포구 동교로 203
674,파란치과의원,9.0,광주 서구 치평로 20
675,서울하이안치과의원,8.9,서울특별시 은평구 통일로 746 3층 (불광동)
676,연세타워치과의원,8.8,경기도 성남시 분당구 판교로227번길 6
677,굿라이프치과병원,8.7,서울특별시 강남구 강남대로 476
678,L아름다운치과의원,8.3,인천광역시 중구 흰바위로 51
679,원흥서울치과의원,8.7,경기 고양시 덕양구 삼송로 12
680,사람사랑치과의원,9.0,서울특별시 서초구 강남대로 435 주류성빌딩 13층
681,서울바름치과의원,8.6,인천광역시 미추홀구 독배로317번길 23
682,연세스위트치과병원,8.5,서울특별시 중구 퇴계로 447
683,고마워치과의원,8.6,서울특별시 송파구 중대로 134
684,바른약속치과의원 부천점,8.8,경기도 부천시 경인로 189
685,예이랑치과교정과치과의원 중랑점,9.4,서울특별시 중랑구 망우로 421 5층 (망우동)
686,미켈란치과의원,8.8,서울특별시 강남구 강남대로 372
687,서울뿌리튼튼치과의원,9.6,부산 연제구 반송로 6
688,연세반디치과교정과치과의원,8.0,서울특별시 영등포구 영중로2길 1
689,류용도치과의원,8.3,서울특별시 노원구 한글비석로 384 304호 (중계동)
690,가브리엘치과의원,8.5,서울 송파구 양재대로 1158 에스아이팰리스 3층
691,연세바른생각치과의원,9.3,서울특별시 용산구 한강대로 283
692,서울에이플치과의원,9.1,서울특별시 송파구 법원로 114
693,이규원치과의원,8.0,인천광역시 중구 우현로66
694,서울샘치과의원,9.5,경기도 이천시 이섭대천로 1242
695,서울S치과의원,9.0,서울특별시 종로구 창경궁로 266 3층 (혜화동)
696,연세하임치과의원,9.8,서울특별시 송파구 오금로 412 4층 (가락동)
697,서울완수치과의원,9.8,서울특별시 동대문구 전농로 24
698,중앙치과의원,7.9,경기도 안양시 동안구 평촌대로223번길 42
699,연세자연치과의원,8.4,서울특별시 동작구 양녕로 281 2층 (상도1동)
700,엘치과의원,9.1,부산 해운대구 좌동순환로 505
701,연세올바른치과의원,9.6,세종시  다정중앙로 58
702,서울선치과의원,9.5,서울특별시 광진구 능동로 296 3층 (능동)
703,토마스케네디치과의원,9.2,서울특별시 마포구 연남로 42
704,봄치과의원,7.6,"서울특별시 서초구 신반포로 177 3동 3층 (잠원동, 반포쇼핑타운)"
705,이사랑치과의원,9.5,서울 마포구 백범로 205 펜트라우스 상가 105동 B235호
706,배곧퍼스트치과의원,9.4,경기도 시흥시 배곧3로 80
707,구미미르치과병원,9.4,경북 구미시 신시로 69
708,화이트스타일치과의원,7.9,서울특별시 강남구 테헤란로 107
709,올스마일치과의원 동암점,9.8,인천광역시 부평구 동암광장로 8
